id,project_wbs,project_name_current,market_current,location_current,created_at,updated_at
b764ff79-a4ae-4634-852d-f3ba33191731,50709.00,"EHC Haslet, TX 50/80 Rehab Hospital",Healthcare,Birmingham,2026-03-03 17:39:22.482884-06,2026-03-03 17:39:22.482884-06
